,xcoord,ycoord,year,datestop,timestop,crimsusp,arstmade,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,city,state,zip,lat,long
4100,1053477,215343,2015,2182015,1625,FEL,N,L, , ,STREET`, , ,EAST HAMPTON BOULEVARD,53 AVENUE,QUEENS, , ,40.7577,-73.969394
4101,1053477,215343,2015,2182015,1625,FEL,N,L, , ,STREET, , ,EAST HAMPTON BOULEVARD,53 AVENUE,QUEENS, , ,40.7577,-73.969394
4102,987403,194885,2015,2182015,1633,CPW,Y,L, , ,PUBLIC SIDEWALK, , ,YORK STREET,ADAMS STREET,BROOKLYN, , ,40.721025,-74.005248
4103,997654,224223,2015,2182015,1633,MISD,Y,L, , ,STREET,1622,3 AVENUE,EAST 92 STREET,EAST 91 STREET,MANHATTAN, , ,40.7296,-73.98979
4104,1045347,210704,2015,2182015,1700,FEL,N,L, , ,STREET, , ,197 STREET,58 AVENUE,QUEENS, , ,40.766238,-73.978774
4105,1045347,210704,2015,2182015,1700,FEL,N,L, , ,STREET, , ,197 STREET,58 AVENUE,QUEENS, , ,40.766238,-73.978774
4106,1016015,236979,2015,2182015,1725,CPW,N,L, , ,STREET, , ,LONGFELLOW AVENUE,LAFAYETTE AVENUE,BRONX, , ,40.727866,-73.993147
4107,1016015,236979,2015,2182015,1725,CPW,N,L, , ,MINUTE, , ,LONGFELLOW AVENUE,LAFAYETTE AVENUE,BRONX, , ,40.727866,-73.993147
4108,1003931,244041,2015,2182015,1730,CRIM TRES/CPW,Y,L, , ,STAIRWELL,1095,UNIVERSITY AVENUE,WEST 167 STREET,HIGHBRIDGE PROJECT,BRONX, , ,40.735203,-73.991692
4109,1036492,204074,2015,2182015,1735,BURGLARY,N,L, , ,STREET, , ,KISSENA BOULEVARD,75 AVENUE,QUEENS, , ,40.768806,-73.95232
4110,1036492,204074,2015,2182015,1735,BURGLARY,N,L, , ,STREET, , ,KISSENA BOULEVARD,75 AVENUE,QUEENS, , ,40.768806,-73.95232
4111,1011065,220124,2015,2182015,1745,FEL,N,L, , ,PARKING LOT, , ,DITMARS BOULEVARD,45 STREET,QUEENS, , ,40.756771,-73.982711
4112,1011065,220124,2015,2182015,1745,FEL,N,L, , ,PARKING GARAGE, , ,DITMARS BOULEVARD,45 STREET,QUEENS, , ,40.756771,-73.982711
4113,1011065,220124,2015,2182015,1745,FEL,N,L, , ,PARKING GARAGE, , ,DITMARS BOULEVARD,45 STREET,QUEENS, , ,40.756771,-73.982711
4114,1036492,204074,2015,2182015,1750,ROBBERY,N,L, , ,STREET, , ,KISSENA BOULEVARD,75 AVENUE,QUEENS, , ,40.768806,-73.95232
4115,1006650,239092,2015,2182015,1755,MISD,Y,L, , ,STAIRWELL,3080,PARK AVENUE,EAST 158 STREET,EAST 157 STREET,BRONX, , ,40.811558,-73.934789
4116,1036492,204074,2015,2182015,1800,ROBBERY,N,L, , ,PARKING LOT, , ,KISSENA BOULEVARD,75 AVENUE,QUEENS, , ,40.768806,-73.95232
4117,1036492,204074,2015,2182015,1800,ROBBERY,N,L, , ,PARKING LOT, , ,KISSENA BOULEVARD,75 AVENUE,QUEENS, , ,40.768806,-73.95232
4118,1006305,232943,2015,2182015,1810,CRIMINAL TRESPASS,Y,L, , ,HOUSING BUILDING HALLWAY,180,BROOK AVENUE,EAST 137 STREET,EAST 135 STREET,BRONX, , ,43.079692,-77.7181
4119,1057567,198737,2015,2182015,1835,FEL,N,L, , ,STREET(CAR), , ,104 AVENUE,219 STREET,QUEENS, , ,40.871035,-73.911682
4120,946145,171314,2015,2182015,1900,MISDEMEANOR,N,L, , ,PUBLIC SIDEWALK, , ,SHARPE AVENUE,HARRISON AVENUE,STATEN IS, , ,40.718692,-74.009329
4121,998654,230234,2015,2182015,1900,FEL,N,L, , ,HALLWAY,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET,MANHATTAN, , ,40.806416,-73.942262
4122,998654,230234,2015,2182015,1900,FEL,N,L, , ,APT 10H,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET,MANHATTAN, , ,40.806416,-73.942262
4123,998654,230234,2015,2182015,1900,FEL,N,L, , ,HALLWAY,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET,MANHATTAN, , ,40.806416,-73.942262
4124,998654,230234,2015,2182015,1900,FEL,N,L, , ,APT 10H,1350,5 AVENUE,WEST 115 STREET,WEST 112 STREET,MANHATTAN, , ,40.806416,-73.942262
4125,1005796,234876,2015,2182015,1930,CRIMINAL TRESPASS,Y,L, , ,NYCHA STAIRWAY,383,EAST 141 STREET,WILLIS AVENUE,ALEXANDER AVENUE,BRONX, , ,40.821223,-73.945624
4126,1005796,234876,2015,2182015,1930,CRIMINAL TRESPASS,Y,L, , ,NYCHA STAIRWAY,383,EAST 141 STREET,WILLIS AVENUE,ALEXANDER AVENUE,BRONX, , ,40.821223,-73.945624
4127,1010348,180841,2015,2182015,1935,CRIM TRES,N,L, , ,HALLWAY,315,LIVONIA AVENUE,STONE AVENUE,ROCKAWAY AVENUE,BROOKLYN, , ,40.714269,-74.005973
4128,948649,142063,2015,2182015,1940,COMM BURG,N,L, , ,STREET, , ,BUFFALO STREET,HYLAN BOULEVARD,STATEN IS, , ,43.143896,-77.191002
4129,948649,142063,2015,2182015,1940,COMM BURG,N,L, , ,STREET, , ,BUFFALO STREET,HYLAN BOULEVARD,STATEN IS, , ,43.143896,-77.191002
4130,1019808,244335,2015,2182015,2000,CRIM IMPERSONTATION,N,L, , ,APT DOOR,1500,NOBLE AVENUE,BRONX RIVER AVENUE,MANSION STREET,BRONX, , ,43.186952,-77.798227
4131,989370,155198,2015,2182015,2025,MISD,N,L, , ,LOBBY,2250,WEST 11 STREET,AVENUE W,MARLBOROUGH PROJECTS,BROOKLYN, , ,40.735306,-74.009937
4132,993320,230126,2015,2182015,2025,CT,Y,L, , ,LOBBY,875,AMSTERDAM AVENUE,WEST 103 STREET,WEST 102 STREET,MANHATTAN, , ,40.79834,-73.967233
4133,998558,240664,2015,2182015,2110,FELONY,N,L, , ,APARTMENT BUILDING,561,WEST 147 STREET,BROADWAY,AMSTERDAM AVENUE,MANHATTAN, , ,40.827329,-73.947942
4134,998558,240664,2015,2182015,2110,FELONY,Y,L, , ,APARTMENT BUILDING,561,WEST 147 STREET,BROADWAY,AMSTERDAM AVENUE,MANHATTAN, , ,40.827329,-73.947942
4135,1021014,257846,2015,2182015,2110,FEL/CPW,Y,L, , ,STREET, , ,WHITE PLAINS ROAD,BARTHOLDI STREET,BRONX, , ,40.718025,-74.003046
4136,1003970,251215,2015,2182015,2115,CPW,N,L, , ,STREET, , ,SAINT NICHOLAS AVENUE,WEST 192 STREET,MANHATTAN, , ,40.819209,-73.947036
4137,1014164,240519,2015,2182015,2120,CPW,N,L, , ,STORE, , ,EAST 167 STREET,SOUTHERN BOULEVARD,BRONX, , ,40.838668,-73.93665
4138,1011624,242194,2015,2182015,2125,CPW,N,L, , ,SIDEWALK,641,EAST 169 STREET,CLINTON AVENUE,FRANKLIN AVENUE,BRONX, , ,40.842207,-73.940125
4139,985576,156814,2015,2182015,2135,FEL,N,L, , , , , ,23 AVENUE,BATH AVENUE,BROOKLYN, , ,42.597395,-77.059544
4140,985576,156814,2015,2182015,2135,FEL,N,L, , , , , ,23 AVENUE,BATH AVENUE,BROOKLYN, , ,42.597395,-77.059544
4141,984597,157698,2015,2182015,2145,FEL,N,L, , , , , ,BAY 28 STREET,BATH AVENUE,BROOKLYN, , ,40.741969,-73.980859
4142,984597,157698,2015,2182015,2145,FEL,N,L, , , , , ,BAY 28 STREET,BATH AVENUE,BROOKLYN, , ,40.741969,-73.980859
4143,984597,157698,2015,2182015,2145,FEL,N,L, , , , , ,BAY 28 STREET,BATH AVENUE,BROOKLYN, , ,40.741969,-73.980859
4144,1015829,169156,2015,2182015,2145,FEL,N,L, , ,LOBBY,5905,SHORE PARKWAY,EAST 102 STREET,ROCKAWAY PARKWAY,BROOKLYN, , ,40.712408,-73.978016
4145,1015829,169156,2015,2182015,2145,FEL,N,L, , ,LOBBY,5905,SHORE PARKWAY,EAST 102 STREET,ROCKAWAY PARKWAY,BROOKLYN, , ,40.712408,-73.978016
4146,1038844,156688,2015,2182015,2145,FEL,N,L, , ,STREET, , ,BARBADOES DRIVE,ALMEDA AVENUE,QUEENS, , ,40.706233,-74.014325
4147,1015829,169156,2015,2182015,2145,FEL,N,L, , ,LOBBY,5905,SHORE PARKWAY,EAST 102 STREET,ROCKAWAY PARKWAY,BROOKLYN, , ,40.712408,-73.978016
4148,942953,167054,2015,2182015,2150,FELONY,N,L, , ,RESIDENTIAL, , ,FOREST AVENUE,MORNINGSTAR ROAD,STATEN IS, , ,40.808671,-73.957617
4149,1014736,236773,2015,2182015,2200,ROBBERY,N,L, , ,STREET, , ,BARRETTO STREET,LAFAYETTE AVENUE,BRONX, , ,40.727866,-73.993147
4150,990064,202541,2015,2182015,2210,MISD,Y,L, , ,SIDEWALK,721,EAST 5 STREET,AVENUE D,AVENUE C,MANHATTAN, , ,40.72275,-73.979321
4151,1038320,182569,2015,2182015,2220,FELONY,N,L, , ,STREET, , ,134 STREET,135 AVENUE,QUEENS, , ,40.814459,-73.941645
4152,1011070,211088,2015,2182015,2230,BURGLARY,N,L, , ,SIDEWALK,39-46,61 STREET,ROOSEVELT AVENUE,39 AVENUE,QUEENS, , ,40.764616,-73.970246
4153,1011070,211088,2015,2182015,2230,BURGLARY,N,L, , ,SIDEWALK,39-46,61 STREET,ROOSEVELT AVENUE,39 AVENUE,QUEENS, , ,40.764616,-73.970246
4154,1023842,262943,2015,2182015,2230,FEL,N,L, , ,STREET, , ,BARNES AVENUE,EAST 227 STREET,BRONX, , ,43.108974,-77.255142
4155,1012238,239444,2015,2182015,2233,ROBBERY,N,L, , ,STREET, , ,STEBBINS AVENUE,EAST 165 STREET,BRONX, , ,40.83918,-73.941139
4156,997629,193337,2015,2182015,2235,CPW,N,L, , ,RESIDENTAL SIDEWALK,588,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE,BROOKLYN, , ,40.765985,-73.967745
4157,997614,193334,2015,2182015,2235,CPW,N,L, , ,RESIDENTAL,586,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE,BROOKLYN, , ,40.765896,-73.967794
4158,997614,193334,2015,2182015,2235,CPW,N,L, , ,RESIDENTAL SIDEWALK,586,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE,BROOKLYN, , ,40.765896,-73.967794
4159,983250,158101,2015,2182015,2240,FEL,N,L, , , , , ,BAY 23 STREET,CROPSEY AVENUE,BROOKLYN, , ,40.746492,-74.001325
4160,983250,158101,2015,2182015,2240,FEL,N,L, , , , , ,BAY 23 STREET,CROPSEY AVENUE,BROOKLYN, , ,40.746492,-74.001325
4161,983250,158101,2015,2182015,2240,FEL,N,L, , , , , ,BAY 23 STREET,CROPSEY AVENUE,BROOKLYN, , ,40.746492,-74.001325
4162,958209,155536,2015,2182015,2245,P LARCENY FROM AUTO,N,L, , ,RESIDENTIAL-CAR, , ,BURGHER AVENUE,BEAR STREET,STATEN IS, , ,40.732372,-74.00347
4163,1000424,230863,2015,2182015,2248,CRIM MIS,Y,L, , ,APT,117,EAST 118 STREET,LEXINGTON AVENUE,PARK AVENUE,MANHATTAN, , ,40.800405,-73.941758
4164,1032816,189150,2015,2182015,2252,FELONY,N,L, , ,STREET,104-57,118 STREET,107 AVENUE,LIBERTY AVENUE,QUEENS, , ,40.801273,-73.943706
4165,944067,171733,2015,2182015,2320,FEL/MISD,N,L, , ,COMMERCIAL, , ,MORNINGSTAR ROAD,RICHMOND TERRACE,STATEN IS, , ,40.808671,-73.957617
4166,1014485,235311,2015,2182015,2326,BURGLARY,N,L, , ,SIDEWALK,660,TIFFANY STREET,SPOFFORD AVENUE,RANDALL AVENUE,BRONX, , ,43.086193,-77.551687
4167,1050968,191654,2015,2182015,2330,MISDEMEANOR,N,L, , ,STREET, , ,192 STREET,LINDEN BOULEVARD,QUEENS, , ,43.035705,-77.090852
4168,939697,167579,2015,2182015,2340,MISD/FEL,N,L, , ,COMMERCIAL, , ,HARBOR ROAD,FOREST AVENUE,STATEN IS, , ,40.732993,-73.979511
4169,939697,167579,2015,2182015,2340,MISD/FEL,N,L, , ,COMMERCIAL, , ,HARBOR ROAD,FOREST AVENUE,STATEN IS, , ,40.732993,-73.979511
4170,1010729,257421,2015,2182015,2350,FELONY,N,L, , ,BASEMENT,2818,HEATH AVENUE,WEST 229 STREET,WEST KINGSBRIDGE ROAD,BRONX, , ,43.038775,-77.09352
4171,998195,193525,2015,2182015,2350,CPW,N,L, , ,RESIDENTAL,502,MARCY AVENUE,PARK AVENUE,FLUSHING AVENUE,BROOKLYN, , ,40.706657,-74.015905
4172,999252,230263,2015,2182015,2350,MISD,N,L, , ,HALLWAY,1734,MADISON AVENUE,EAST 115 STREET,EAST 112 STREET,MANHATTAN, , ,40.798896,-73.945642
4173,998195,193525,2015,2182015,2350,FEL,N,L, , ,RESIDENTAL,502,MARCY AVENUE,PARK AVENUE,FLUSHING AVENUE,BROOKLYN, , ,40.706657,-74.015905
4174,984123,160035,2015,2182015,2350,FEL,N,L, , , , , ,19 AVENUE,86 STREET,BROOKLYN, , ,40.781333,-73.959905
4175,984123,160035,2015,2182015,2350,FEL,N,L, , , , , ,19 AVENUE,86 STREET,BROOKLYN, , ,40.781333,-73.959905
4176,1015222,236887,2015,2192015,10,ROBBERY,N,L, , ,STORE,801,HUNTS POINT AVENUE,GARRISON AVENUE,LAFAYETTE AVENUE,BRONX, , ,40.714269,-74.005973
4177,1015222,236887,2015,2192015,10,ROBBERY,N,L, , ,STORE,801,HUNTS POINT AVENUE,GARRISON AVENUE,LAFAYETTE AVENUE,BRONX, , ,40.714269,-74.005973
4178,1028761,187046,2015,2192015,30,FELONY,N,L, , ,STREET, , ,ROCKAWAY BOULEVARD,100 STREET,QUEENS, , ,40.794786,-73.964303
4179,959981,171743,2015,2192015,30,CPW,N,L, , ,SIDEWALK,418,JERSEY STREET,BRIGHTON AVENUE,PAUW STREET,STATEN IS, , ,40.724072,-73.995351
4180,986583,158084,2015,2192015,30,FEL,N,L, , , , , ,86 STREET,23 AVENUE,BROOKLYN, , ,40.740243,-73.987036
4181,946156,166754,2015,2192015,30,FELONY,N,L, , ,STREET, , ,LIVERMORE AVENUE,FOREST AVENUE,STATEN IS, , ,40.732993,-73.979511
4182,988682,205010,2015,2192015,35,MISD,N,L, , ,STREET, , ,1 AVENUE,EAST 11 STREET,MANHATTAN, , ,40.734034,-73.995049
4183,997302,239530,2015,2192015,55,FELONY,N,L, , ,SIDEWALK,617,WEST 141 STREET,RIVERSIDE DRIVE,BROADWAY,MANHATTAN, , ,40.824092,-73.95252
4184,956666,162413,2015,2192015,100,GLA,N,L, , ,STREET, , ,CLOVE ROAD,HOWARD AVENUE,STATEN IS, , ,40.720341,-74.00222
4185,1020848,250624,2015,2192015,120,STALKING,Y,L, , ,STREET, , ,WHITE PLAINS ROAD,LYDIG AVENUE,BRONX, , ,40.718025,-74.003046
4186,1007957,241450,2015,2192015,125,CPW,N,L, , ,SIDEWALK,1064,FINDLAY AVENUE,EAST 166 STREET,EAST 165 STREET,BRONX, , ,40.714269,-74.005973
4187,1007957,241450,2015,2192015,125,CPW,N,L, , ,SIDEWALK,1064,FINDLAY AVENUE,EAST 166 STREET,EAST 165 STREET,BRONX, , ,40.714269,-74.005973
4188,998092,197537,2015,2192015,140,FEL,N,L, , ,STREET,12,STAGG STREET,LORIMER STREET,UNION AVENUE,BROOKLYN, , ,40.714269,-74.005973
4189,998092,197537,2015,2192015,140,FEL,N,L, , ,STREET,12,STAGG STREET,LORIMER STREET,UNION AVENUE,BROOKLYN, , ,40.714269,-74.005973
4190,1037006,187729,2015,2192015,159,FELONY,N,L, , ,STREET, , ,LINDEN BOULEVARD,132 STREET,QUEENS, , ,40.810856,-73.939017
4191,1034809,197177,2015,2192015,213,GRAND LARCENY,N,L, , ,STREET, , ,86 AVENUE,QUEENS BOULEVARD,QUEENS, , ,43.207446,-77.793299
4192,998401,233729,2015,2192015,225,FEL,N,L, , ,DELI,2079,7 AVENUE,WEST 124 STREET,WEST 123 STREET,MANHATTAN, , ,40.736752,-74.000914
4193,999603,234048,2015,2192015,240,MISD,N,L, , ,SIDEWALK, , ,LENOX AVENUE,WEST 127 STREET,MANHATTAN, , ,40.817281,-73.938538
4194,1050812,211244,2015,2192015,305,FEL,N,L, , ,STREET, , ,64 AVENUE,217 STREET,QUEENS, , ,40.871044,-73.915746
4195,1036332,187198,2015,2192015,810,FELONY,N,L, , ,STREET,114-33,128 STREET,115 AVENUE,LINDEN BOULEVARD,QUEENS, , ,40.807856,-73.939847
4196,1036332,187198,2015,2192015,810,FELONY,N,L, , ,STREET,114-33,128 STREET,115 AVENUE,LINDEN BOULEVARD,QUEENS, , ,40.807856,-73.939847
4197,1040601,194558,2015,2192015,1050,MISD,N,L, , ,STREET, , ,LIBERTY AVENUE,160 STREET,QUEENS, , ,40.709154,-74.010542
4198,1040601,194558,2015,2192015,1050,MISD,N,L, , , , , ,LIBERTY AVENUE,160 STREET,QUEENS, , ,40.709154,-74.010542
4199,1029545,191292,2015,2192015,1110,FELONY,N,L, , ,STREET, , ,ATLANTIC AVENUE,109 STREET,QUEENS, , ,40.791557,-73.938649
4200,1032482,186072,2015,2192015,1145,MISDEMEANOR,N,L, , ,LAUNDROMAT,112-09,ROCKAWAY BOULEVARD,LINDEN BOULEVARD,112 STREET,QUEENS, , ,40.714269,-74.005973
4201,999871,238239,2015,2192015,1215,FELONY,N,L, , ,STREET,2660,8 AVENUE,WEST 142 STREET,WEST 141 STREET,MANHATTAN, , ,40.736907,-74.005448
4202,1029002,187584,2015,2192015,1230,FELONY,N,L, , ,CAR, , ,LIBERTY AVENUE,102 STREET,QUEENS, , ,40.709154,-74.010542
4203,1028007,187330,2015,2192015,1240,FELONY,N,L, , ,STREET, , ,LIBERTY AVENUE,97 STREET,QUEENS, , ,40.709154,-74.010542
4204,986445,214013,2015,2192015,1307,MISD,N,L, , ,STREET, , ,8 AVENUE,WEST 37 STREET,MANHATTAN, , ,40.750361,-73.983362
4205,986445,214013,2015,2192015,1307,MISD,N,L, , ,STREET, , ,8 AVENUE,WEST 37 STREET,MANHATTAN, , ,40.750361,-73.983362
4206,1000638,195737,2015,2192015,1330,BURGLARY,N,L, , ,PUBLIC SIDEWALK, , ,HUMBOLDT STREET,MOORE STREET,BROOKLYN, , ,40.719778,-74.006808
4207,998054,189847,2015,2192015,1335,ROBBERY,Y,L, , ,PUBLI SIDEWALK,280,LEXINGTON AVENUE,MARCY AVENUE,NOSTRAND AVENUE,BROOKLYN, , ,40.747875,-73.978768
4208,1034680,185601,2015,2192015,1340,FELONY,N,L, , ,STREET, , ,ROCKAWAY BOULEVARD,120 STREET,QUEENS, , ,40.808671,-73.957617
4209,1034680,185601,2015,2192015,1340,FELONY,N,L, , ,SIDEWALK, , ,ROCKAWAY BOULEVARD,120 STREET,QUEENS, , ,40.808671,-73.957617
4210,1033065,216635,2015,2192015,1345,BURG,Y,L, , ,APT. BUILDING,143-08,ROOSEVELT AVENUE,PARSONS BOULEVARD,BOWNE STREET,QUEENS, , ,43.355741,-78.280101
4211,1031706,191400,2015,2192015,1345,GLA,Y,L, , ,STREET, , ,95 AVENUE,117 STREET,QUEENS, , ,40.800093,-73.943178
4212,1008707,222310,2015,2192015,1450,FEL,N,L, , ,SIDEWALK, , ,DITMARS BOULEVARD,29 STREET,QUEENS, , ,40.740643,-73.9758
4213,979017,173859,2015,2192015,1450,FEL,N,L, , , , , ,3 AVENUE,57 STREET,BROOKLYN, , ,40.763059,-73.973981
4214,979017,173859,2015,2192015,1450,FEL,N,L, , , , , ,3 AVENUE,57 STREET,BROOKLYN, , ,40.763059,-73.973981
4215,979017,173859,2015,2192015,1450,FEL,N,L, , , , , ,3 AVENUE,57 STREET,BROOKLYN, , ,40.763059,-73.973981
4216,1008707,222310,2015,2192015,1450,FEL,N,L, , ,SIDEWALK, , ,DITMARS BOULEVARD,29 STREET,QUEENS, , ,40.740643,-73.9758
4217,1019527,241348,2015,2192015,1500,FELONY,N,L, , ,SIDEWALK, , ,GLEASON AVENUE,METCALF AVENUE,BRONX, , ,42.539519,-77.540913
4218,1019527,241348,2015,2192015,1500,FELONY,N,L, , ,SIDEWALK, , ,GLEASON AVENUE,METCALF AVENUE,BRONX, , ,42.539519,-77.540913
4219,1019527,241348,2015,2192015,1505,FELONY,N,L, , ,SIDEWALK, , ,METCALF AVENUE,GLEASON AVENUE,BRONX, , ,42.539519,-77.540913
4220,946623,170565,2015,2192015,1510,MISD/FEL,N,L, , ,STREET,251,PORT RICHMOND AVENUE,ALBION PLACE,ANDERSON AVENUE,STATEN IS, , ,42.750495,-78.135213
4221,1023606,206846,2015,2192015,1515,FEL,N,L, , ,STREET, , ,62 ROAD,99 STREET,QUEENS, , ,40.78891,-73.952438
4222,952280,171865,2015,2192015,1520,GLA,N,L, , ,STREET, , ,WAYNE STREET,NORTH BURGHER AVENUE,STATEN IS, , ,40.722819,-73.993089
4223,1027960,183156,2015,2192015,1555,FELONY,N,L, , ,CAR, , ,NORTH CONDUIT AVENUE,CROSS BAY BOULEVARD,QUEENS, , ,40.72388,-73.996951
4224,1011619,254114,2015,2192015,1610,FELONY,N,L, , ,APARTMENT,20,WEST 190 STREET,DAVIDSON AVENUE,JEROME AVENUE,BRONX, , ,40.853718,-73.9268
4225,1000791,200791,2015,2192015,1623,MISD,Y,L, , ,COOPER PARK HOUSES, , ,KINGSLAND AVENUE,WITHERS STREET,BROOKLYN, , ,42.782488,-78.134098
4226,1000791,200791,2015,2192015,1625,MISD,Y,L, , ,COOPER PARK HOUSES, , ,KINGSLAND AVENUE,WITHERS STREET,BROOKLYN, , ,42.782488,-78.134098
4227,1023197,185067,2015,2192015,1700,FELONY,N,L, , ,STREET, , ,NORTH CONDUIT AVENUE,SUTTER AVENUE,QUEENS, , ,40.706874,-74.007914
4228,997839,225593,2015,2192015,1705,MISD,N,L, , ,STREET, , ,LEXINGTON AVENUE,EAST 96 STREET,MANHATTAN, , ,40.797944,-73.94212
4229,996546,187436,2015,2192015,1708,ASSAULT 3,N,L, , , , , ,FULTON STREET,FRANKLIN AVENUE,BROOKLYN, , ,40.710221,-74.007745
4230,1036870,182369,2015,2192015,1730,FELONY,N,L, , , , , ,NORTH CONDUIT AVENUE,130 STREET,QUEENS, , ,40.808223,-73.936724
4231,1008918,194147,2015,2192015,1745,RONNERY,N,L, , ,SUBWAY, , ,WYCKOFF AVENUE,MYRTLE AVENUE,QUEENS, , ,43.042731,-77.089197
4232,1023650,190472,2015,2192015,1800,FEL,N,L, , ,STREET, , ,85 STREET,89 AVENUE,QUEENS, , ,40.782333,-73.956433
4233,1025248,191031,2015,2192015,1808,FEL,N,L, , ,STREET, , ,92 STREET,89 AVENUE,QUEENS, , ,40.788281,-73.969976
4234,986690,168440,2015,2192015,1858,FEL,N,L, , , , , ,15 AVENUE,55 STREET,BROOKLYN, , ,40.761482,-73.97443
4235,986690,168440,2015,2192015,1858,FEL,N,L, , , , , ,15 AVENUE,55 STREET,BROOKLYN, , ,40.761482,-73.97443
4236,1000566,196229,2015,2192015,1924,MISD,Y,L, , ,STAIRWAY,111,HUMBOLDT STREET,BOERUM STREET,SEIGEL STREET,BROOKLYN, , ,40.714269,-74.005973
4237,1006908,237935,2015,2192015,1927,MISD,Y,L, , ,STREET,681,COURTLANDT AVENUE,EAST 156 STREET,EAST 153 STREET,BRONX, , ,40.718961,-74.001273
4238,984089,211623,2015,2192015,1930,FELONY,Y,L, , ,SIDEWALK,241,9 AVENUE,WEST 25 STREET,WEST 24 STREET,MANHATTAN, , ,40.73963,-74.006334
4239,945730,166760,2015,2192015,2015,MISD,N,L, , ,STREET,1501,FOREST AVENUE,FOREST AVENUE SHOPPERS TOWN,BARRETT AVENUE,STATEN IS, , ,40.733813,-73.980711
4240,945730,166760,2015,2192015,2015,MISD,N,L, , ,STREET,1501,FOREST AVENUE,FOREST AVENUE SHOPPERS TOWN,BARRETT AVENUE,STATEN IS, , ,40.733813,-73.980711
4241,945730,166760,2015,2192015,2015,FEL,N,L, , ,SIDEWALK,1501,FOREST AVENUE,FOREST AVENUE SHOPPERS TOWN,BARRETT AVENUE,STATEN IS, , ,40.733813,-73.980711
4242,945730,166760,2015,2192015,2015,MISD,N,L, , ,STREET,1501,FOREST AVENUE,FOREST AVENUE SHOPPERS TOWN,BARRETT AVENUE,STATEN IS, , ,40.733813,-73.980711
4243,945730,166760,2015,2192015,2020,MISD,N,L, , ,PARKING LOT,1501,FOREST AVENUE,FOREST AVENUE SHOPPERS TOWN,BARRETT AVENUE,STATEN IS, , ,40.733813,-73.980711
4244,1027801,192593,2015,2192015,2035,GLA,N,L, , ,STREET, , ,JAMAICA AVENUE,104 STREET,QUEENS, , ,40.791622,-73.948846
4245,945730,166760,2015,2192015,2035,MISD,N,L, , ,FOOD ESTABLISHMENT,1501,FOREST AVENUE,FOREST AVENUE SHOPPERS TOWN,BARRETT AVENUE,STATEN IS, , ,40.733813,-73.980711
4246,1027801,192593,2015,2192015,2035,GLA,N,L, , , , , ,JAMAICA AVENUE,104 STREET,QUEENS, , ,40.791622,-73.948846
4247,1032598,241603,2015,2192015,2040,FELONY,Y,L, , ,STREET, , ,LAFAYETTE AVENUE,EAST TREMONT AVENUE,BRONX, , ,40.727866,-73.993147
4248,1006999,239205,2015,2192015,2050,MISD,Y,L, , ,LOBBY,300,EAST 158 STREET,COURTLANDT AVENUE,PARK AVENUE,BRONX, , ,40.832685,-73.939675
4249,1006774,193006,2015,2192015,2050,MISD,Y,L, , ,NYCHA,160,MENAHAN STREET,WILSON AVENUE,CENTRAL AVENUE,BROOKLYN, , ,40.714269,-74.005973
4250,1016476,260192,2015,2192015,2100,MISD,N,L, , ,SIDEWALK, , ,JEROME AVENUE,EAST 208 STREET,BRONX, , ,40.863527,-73.914994
4251,999144,192578,2015,2192015,2115,CSCS,Y,L, , ,SIDEWALK,118,TOMPKINS AVENUE,VERNON AVENUE,MYRTLE AVENUE,BROOKLYN, , ,43.290593,-76.835447
4252,1013849,238288,2015,2192015,2118,CPW,N,L, , ,LOBBY,923,SIMPSON STREET,EAST 163 STREET,FOX STREET,BRONX, , ,40.714269,-74.005973
4253,1000044,214664,2015,2192015,2205,CPW,N,L, , ,SIDEWALK,40-09,12 STREET,41 AVENUE,40 AVENUE,QUEENS, , ,40.734523,-73.994161
4254,988033,214946,2015,2192015,2210,FEL,N,L, , ,STREET,5,TIMES SQUARE,WEST 42 STREET,WEST 41 STREET,MANHATTAN, , ,40.756521,-73.986202
4255,1013962,184241,2015,2192015,2215,265.03,N,L, , ,DELI,2154,PITKIN AVENUE,BRADFORD STREET,WYONA STREET,BROOKLYN, , ,40.714269,-74.005973
4256,1027317,193860,2015,2192015,2240,FEL,N,L, , ,STREET, , ,85 AVENUE,104 STREET,QUEENS, , ,40.791886,-73.949558
4257,983250,158101,2015,2192015,2300,FEL,N,L, , , , , ,BAY 23 STREET,CROPSEY AVENUE,BROOKLYN, , ,40.746492,-74.001325
4258,1002714,215544,2015,2192015,2320,GLA,N,L, , ,STREET, , ,CRESCENT STREET,36 AVENUE,QUEENS, , ,40.756616,-74.000012
4259,1002714,215544,2015,2192015,2320,CPW,N,L, , ,STREET, , ,CRESCENT STREET,36 AVENUE,QUEENS, , ,40.756616,-74.000012
4260,1002714,215544,2015,2192015,2320,CPW,N,L, , ,STREET, , ,CRESCENT STREET,36 AVENUE,QUEENS, , ,40.756616,-74.000012
